List Of All Solo,,,,,,,,,
,,,,,,,,,
Nr,Map,Time,Players,Hero,Area,New Better time or its duplicit,Accepted,Comments,Dates
323,PPP,2.32,Jayyyyyyyyyyyyyy,Shade,31,FALSE,TRUE,,04.nov.20
324,CCH,25.27,Damasus,Necro,41,FALSE,TRUE,old,04.nov.20
325,VV,4.56,Smiley,Candy,41,TRUE,TRUE,,04.nov.20
326,PPP,2.44,Ventinari,Shade,31,FALSE,TRUE,,04.nov.20
327,VV,5.23,Ventinari,Shade,41,TRUE,TRUE,,04.nov.20
328,GG,5.19,Jayyyyyyyyyyyyyy,Shade,41,FALSE,TRUE,,04.nov.20
329,CC,6.13,Noahhhh,Necro,41,FALSE,TRUE,,05.nov.20
330,PPI,2.12,Smiley,Candy,29,TRUE,TRUE,,05.nov.20
331,PPP,2.06,Smiley,Candy,31,TRUE,TRUE,,05.nov.20
332,HaHa,2.40,Smiley,Shade,16,FALSE,TRUE,,05.nov.20
333,CCH,6.03,Vikenti,Shade,41,TRUE,TRUE,,05.nov.20
334,CC,5.57,Noahhhh,Shade,41,FALSE,TRUE,,06.nov.20
335,PPI,2.57,Jayyyyyyyyyyyyyy,Reaper,29,FALSE,TRUE,,06.nov.20
336,PPI,2.47,Jayyyyyyyyyyyyyy,Mirage,29,FALSE,TRUE,,06.nov.20
337,PPI,2.11,Jackal,Candy,29,FALSE,TRUE,,06.nov.20
338,PPI,2.09,Smiley,Candy,29,TRUE,TRUE,,06.nov.20
339,CC,5.44,Thunderbolt,Shade,41,FALSE,TRUE,maybe alt,06.nov.20
340,CC,4.42,Creazy,Candy,41,TRUE,TRUE,,06.nov.20
341,GG,5.31,Thunderbolt,Shade,41,FALSE,TRUE,,06.nov.20
342,CC,5.40,Noahhhh,Candy,41,FALSE,TRUE,,08.nov.20
343,HaHa,2.50,Jackal,Shade,16,FALSE,TRUE,,08.nov.20
344,PPI,3.05,Ndaverr,Candy,29,FALSE,TRUE,,08.nov.20
345,CC,5.36,Damasus,Shade,41,FALSE,TRUE,,09.nov.20
346,CC,5.15,asdfasdfasdf1234,Shade,41,TRUE,TRUE,,09.nov.20
347,PPI,2.11,Creazy,Candy,29,TRUE,TRUE,,09.nov.20
348,PPI,2.25,merin,Candy,29,FALSE,TRUE,,09.nov.20
349,PPP,2.22,CrEoP,Candy,31,FALSE,TRUE,,10.nov.20
350,CC,4.34,Creazy,Candy,41,TRUE,TRUE,,10.nov.20
351,MM,12.32,TheTroll,Shade,121,FALSE,TRUE,,11.nov.20
352,CC,5.48,Creazy,Necro,41,TRUE,TRUE,,11.nov.20
353,VV,5.37,TUFE,Shade,41,FALSE,TRUE,,12.nov.20
354,VV,4.27,Creazy,Candy,41,TRUE,TRUE,,12.nov.20
355,VV,4.29,Smiley,Candy,41,FALSE,TRUE,,13.nov.20
356,CC,4.52,Pasemrus,Candy,41,FALSE,TRUE,,13.nov.20
357,TT,4.18,Darklight,Shade,21,TRUE,TRUE,,16.nov.20
358,TT,6.00,Maikri,Shade,21,TRUE,FALSE,,16.nov.20
359,TT,5.01,Maikri,Shade,21,TRUE,FALSE,,16.nov.20
360,TT,4.33,Maikri,Shade,21,TRUE,FALSE,,16.nov.20
361,TT,15.09,AWEN,Necro,21,FALSE,TRUE,,16.nov.20
362,TT,8.59,Smiley,Brute,21,FALSE,TRUE,,16.nov.20
363,TT,6.01,⚝Simba⚝,Shade,21,TRUE,TRUE,weird screenshot,16.nov.20
364,TT,5.34,Pentagonis,Necro,21,FALSE,TRUE,,16.nov.20
365,HaHa,2.42,yIzaac😎👌,Shade,16,TRUE,TRUE,,16.nov.20
366,PPP,2.26,yIzaac😎👌,Shade,31,FALSE,TRUE,,16.nov.20
367,MM,12.52,Maikri,Shade,121,FALSE,FALSE,,17.nov.20
368,TT,6.44,PotatoNuke,Shade,21,TRUE,TRUE,,17.nov.20
369,TT,5.26,⚝Simba⚝,Shade,21,TRUE,TRUE,weird screenshot,17.nov.20
370,TT,12.23,Creazy,Necro,21,FALSE,TRUE,,17.nov.20
371,PPI,4.43,yIzaac😎👌,Aurora,29,FALSE,TRUE,Nerf,17.nov.20
372,GG,5.29,yIzaac😎👌,Shade,41,FALSE,TRUE,,18.nov.20
373,GG,5.56,omie,Shade,41,FALSE,TRUE,,18.nov.20
374,MM,13.10,⚝Simba⚝,Shade,121,FALSE,TRUE,,18.nov.20
375,TT,4.17,Maikri,Shade,21,TRUE,FALSE,,19.nov.20
376,TT,8.00,MasterSilekon,Shade,21,FALSE,TRUE,,19.nov.20
377,MM,12.06,Darklight,Shade,41,FALSE,TRUE,,19.nov.20
378,PPP,2.08,Creazy,Candy,31,TRUE,TRUE,,19.nov.20
379,TT,9.45,Fauderix,Necro,21,FALSE,TRUE,,19.nov.20
380,DD,10.04,Creazy,Chrono,81,FALSE,FALSE,C,20.nov.20
381,GGH_old,11.47,PotatoNuke,Chrono,41,FALSE,FALSE,C,20.nov.20
382,GG,7.13,PotatoNuke,Rime,41,FALSE,TRUE,,20.nov.20
383,VV,5.46,yIzaac😎👌,Shade,41,FALSE,TRUE,,22.nov.20
384,QQ_old,21.26,Vikenti,Necro,81,FALSE,TRUE,,22.nov.20
385,TT,5.10,piger,Necro,21,FALSE,TRUE,,23.nov.20
386,TT,4.38,Jayyyyyyyyyyyyyy,Shade,21,TRUE,TRUE,,23.nov.20
387,TT,4.07,Maikri,Shade,21,TRUE,FALSE,,23.nov.20
388,TT,4.11,Darklight,Shade,21,FALSE,TRUE,,23.nov.20
389,PPP,5.06,yIzaac😎👌,Cent,31,FALSE,TRUE,,23.nov.20
390,MM2,10.32,PotatoNuke,Cent,28,TRUE,TRUE,,23.nov.20
391,MM2,8.48,Maikri,Reaper,28,FALSE,FALSE,,23.nov.20
392,MM2,14.08,Gor4itca,Cent,28,FALSE,TRUE,,23.nov.20
393,HaHa,2.43,TheTroll,Shade,16,TRUE,TRUE,,23.nov.20
394,MM2,8.15,PotatoNuke,Cent,28,TRUE,TRUE,,23.nov.20
395,MM2,9.25,Smiley,Cent,28,FALSE,TRUE,,23.nov.20
396,TT,6.05,Smiley,Necro,21,FALSE,TRUE,,23.nov.20
397,TT,5.20,Invi,Shade,21,FALSE,TRUE,,23.nov.20
398,TT,4.21,Smiley,Shade,21,TRUE,TRUE,,23.nov.20
399,TT,4.21,Ќefirchik%20,Shade,21,FALSE,FALSE,,23.nov.20
400,TT,5.20,tтеуmlI,Ghoul,21,FALSE,FALSE,Ban,24.nov.20
401,CC,4.28,Creazy,Candy,41,TRUE,TRUE,,24.nov.20
402,CC,4.52,piger,Candy,41,FALSE,FALSE,Disabled cause he wants Magmax,24.nov.20
403,MM,14.53,Jayyyyyyyyyyyyyy,Shade,121,FALSE,TRUE,,24.nov.20
404,TT,4.29,Jayyyyyyyyyyyyyy,Shade,21,FALSE,TRUE,,25.nov.20
405,TT,4.04,Maikri,Shade,21,FALSE,FALSE,,25.nov.20
406,TT,4.13,Smiley,Shade,21,TRUE,TRUE,,25.nov.20
407,TT,4.37,RishabhW,Shade,21,TRUE,TRUE,,24.nov.20
408,RR,17.03,RishabhW,Rameses,43,TRUE,TRUE,,24.nov.20
409,TT,5.20,Jackal,Shade,21,TRUE,TRUE,,26.nov.20
410,MM,13.17,Jackal,Shade,121,FALSE,TRUE,,26.nov.20
411,MM2,7.12,piger,Cent,28,FALSE,TRUE,,26.nov.20
412,CC,5.30,Jackal,Shade,41,FALSE,TRUE,,26.nov.20
413,PPI,4.25,yIzaac😎👌,Morfe,29,FALSE,FALSE,Morfe,27.nov.20
414,MM2,6.46,PotatoNuke,Cent,28,TRUE,TRUE,,27.nov.20
415,VV,5.02,Jackal,Candy,41,TRUE,TRUE,,27.nov.20
416,HaHa,2.38,Ќefirchik%20,Shade,16,FALSE,FALSE,,27.nov.20
417,MM2,10.14,Zeratuone1,Cent,28,FALSE,TRUE,,27.nov.20
418,HaHa,2.40,TheTroll,Shade,16,TRUE,TRUE,,28.nov.20
419,CC,5.26,TheTroll,Mirage,41,FALSE,TRUE,,28.nov.20
420,CC,5.28,Maikri,Necro,41,FALSE,FALSE,,28.nov.20
421,MM2,10.18,TUFE,Cent,28,FALSE,TRUE,,28.nov.20
422,MM2,8.41,Jackal,Cent,28,FALSE,TRUE,,28.nov.20
423,MMD_old,3.22,Smiley,Chrono,31,FALSE,TRUE,,29.nov.20
424,MMD_old,1.53,piger,Rime,31,FALSE,TRUE,,29.nov.20
425,MMD_old,1.12,Maikri,Rime,31,FALSE,TRUE,off,29.nov.20
426,MMD_old,1.09,Ќefirchik%20,Rime,31,TRUE,TRUE,,29.nov.20
427,MMD_old,1.17,Smiley,Rime,31,TRUE,TRUE,,30.nov.20
428,MMD_old,1.46,Jeffo,Brute,31,FALSE,TRUE,263vp so maybe alt,30.nov.20
429,MMD_old,1.23,yIzaac😎👌,Rime,31,FALSE,TRUE,,30.nov.20
430,MMD_old,1.26,TheTroll,Rime,31,TRUE,TRUE,,30.nov.20
431,MMD_old,1.46,AWEN,Shade,31,FALSE,TRUE,,30.nov.20
432,MMD_old,2.27,procubez,Chrono,31,TRUE,TRUE,,30.nov.20
433,MMD_old,1.27,Jackal,Rime,31,FALSE,TRUE,,30.nov.20
434,MMD_old,2.18,procubez,Chrono,31,FALSE,TRUE,,30.nov.20
435,MMD_old,1.20,TheTroll,Rime,31,FALSE,TRUE,,30.nov.20
436,MMD_old,1.56,Bixy,Shade,31,TRUE,TRUE,,30.nov.20
437,MMD_old,1.12,Smiley,Rime,31,TRUE,TRUE,,30.nov.20
438,MM2,4.49,TheTroll,Necro,28,FALSE,TRUE,,30.nov.20
439,MMD_old,2.00,Jackal,Jolt,31,FALSE,TRUE,,30.nov.20
440,MMD_old,1.42,Bixy,Shade,31,FALSE,TRUE,,30.nov.20
441,MMD_old,1.50,procubez,Shade,31,FALSE,TRUE,,30.nov.20
442,MMD_old,1.50,nagalsuper,Shade,31,FALSE,TRUE,,30.nov.20
443,PPI,2.34,Smiley,Jötunn,29,TRUE,TRUE,,30.nov.20
444,MMD_old,1.15,asdfasdfasdf1234,Rime,31,FALSE,TRUE,,30.nov.20
445,MMD_old,1.41,procubez,Rime,31,TRUE,TRUE,,30.nov.20
446,MMD_old,1.16,Bixy,Rime,31,TRUE,TRUE,,30.nov.20
447,MMD_old,1.39,TheTroll,Jolt,31,FALSE,TRUE,,30.nov.20
448,MMD_old,1.26,procubez,Rime,31,TRUE,TRUE,,30.nov.20
449,MMD_old,1.17,TUFE,Rime,31,FALSE,TRUE,,30.nov.20
450,MMD_old,1.15,Wzolz,Rime,31,TRUE,TRUE,,30.nov.20
451,MMD_old,1.11,Darklight,Rime,31,FALSE,TRUE,,30.nov.20
452,MMD_old,2.27,☺♣○•♣♥☻♦♠◘,Cent,31,FALSE,TRUE,,30.nov.20
453,MMD_old,1.07,CrEoP,Rime,31,FALSE,TRUE,,30.nov.20
454,TT,4.40,TheTroll,Shade,21,FALSE,TRUE,,30.nov.20
455,MM2,7.15,Jayyyyyyyyyyyyyy,Cent,28,TRUE,TRUE,,30.nov.20
456,PPI,2.20,TheTroll,Candy,29,TRUE,TRUE,,30.nov.20
457,MM480,999.00,JuanJoyaBorja,Rameses,330,FALSE,TRUE,added time cause empty,30.nov.20
458,MMD_old,1.31,nagalsuper,Rime,31,FALSE,TRUE,,30.nov.20
459,MMD_old,1.13,Graviola,Rime,31,TRUE,TRUE,,30.nov.20
460,MM2,7.14,yIzaac😎👌,Cent,28,TRUE,TRUE,,01.dec.20
461,TT,4.20,⚝Simba⚝,Shade,21,TRUE,TRUE,,01.dec.20
462,MMD_old,1.13,Bixy,Rime,31,TRUE,TRUE,,01.dec.20
463,MMD_old,1.16,procubez,Rime,31,FALSE,TRUE,,01.dec.20
464,TT,5.06,Jackal,Shade,21,FALSE,TRUE,,01.dec.20
465,MMD_old,1.10,Bixy,Rime,31,FALSE,TRUE,,01.dec.20
466,MM2,8.53,☺♣○•♣♥☻♦♠◘,Cent,28,FALSE,TRUE,,01.dec.20
467,MMD_old,1.08,Smiley,Rime,31,FALSE,TRUE,,01.dec.20
468,MM2,6.22,Graviola,Cent,28,TRUE,TRUE,,01.dec.20
469,TT,4.18,⚝Simba⚝,Shade,21,FALSE,TRUE,,01.dec.20
470,MMD_old,1.14,⚝Simba⚝,Rime,31,FALSE,TRUE,,01.dec.20
471,MM2,7.46,SANDWICH,Chrono,28,FALSE,FALSE,C,01.dec.20
472,MM2,7.12,Ventinari,Cent,28,FALSE,TRUE,,02.dec.20
473,MMD_old,1.08,Wzolz,Rime,31,FALSE,TRUE,,01.dec.20
474,MMD_old,1.18,yeetamus,Rime,31,TRUE,TRUE,,01.dec.20
475,MMD_old,1.07,Ќefirchik%20,Rime,31,TRUE,TRUE,,01.dec.20
476,HaHa,2.48,Darklight,Shade,16,FALSE,TRUE,,03.dec.20
477,MM2,4.50,Darklight,Necro,28,FALSE,TRUE,,03.dec.20
478,MMD_old,1.11,Ќefirchik%20,Rime,31,FALSE,TRUE,,02.dec.20
479,MM2,6.04,⚝Simba⚝,Shade,28,FALSE,TRUE,,02.dec.20
480,MM2,5.50,Graviola,Cent,28,FALSE,TRUE,,02.dec.20
481,MMD_old,1.10,Graviola,Rime,31,FALSE,TRUE,,02.dec.20
482,MM2,4.49,PotatoNuke,Mirage,28,TRUE,TRUE,,03.dec.20
483,MMD_old,1.12,☺♣○•♣♥☻♦♠◘,Rime,31,FALSE,TRUE,,04.dec.20
484,MM2,6.05,Jayyyyyyyyyyyyyy,Cent,28,FALSE,TRUE,,03.dec.20
485,FF,14.19,Creazy,Rameses,41,FALSE,TRUE,,03.dec.20
486,MMD_old,1.16,yeetamus,Rime,31,FALSE,TRUE,,03.dec.20
487,MM2,5.12,AWEN,Cent,28,FALSE,TRUE,,05.dec.20
488,MM2,4.32,PotatoNuke,Mirage,28,FALSE,TRUE,,05.dec.20
489,MM2,5.45,Smiley,Rameses,28,FALSE,TRUE,,05.dec.20
490,PPI,2.14,piger,Candy,29,FALSE,TRUE,,06.dec.20
491,TT,4.08,piger,Candy,21,FALSE,TRUE,,06.dec.20
492,MM,12.00,piger,Shade,121,FALSE,TRUE,,06.dec.20
493,TT,4.04,Smiley,Candy,21,FALSE,TRUE,,06.dec.20
494,MMD,1.28,Maikri,Shade,34,FALSE,FALSE,,06.dec.20
495,MMD,1.42,Darklight,Shade,34,TRUE,TRUE,,07.dec.20
496,MMD,1.43,Smiley,Shade,34,TRUE,TRUE,,06.dec.20
497,MMD,1.45,CrEoP,Shade,34,TRUE,TRUE,,06.dec.20
498,MMD,1.49,piger,Shade,34,FALSE,TRUE,,06.dec.20
499,MMD,2.17,piger,Cent,34,FALSE,TRUE,,06.dec.20
500,MMD,2.47,Maikri,Chrono,34,FALSE,FALSE,,07.dec.20
501,MM2,4.49,Maikri,Shade,28,FALSE,FALSE,,07.dec.20
502,MMD,4.48,☺♣○•♣♥☻♦♠◘,Cent,34,FALSE,TRUE,,07.dec.20
503,TT,4.48,TUFE,Shade,21,TRUE,TRUE,,07.dec.20
504,MMD,2.46,Jackal,Cent,34,FALSE,TRUE,,07.dec.20
505,MMD,1.33,Smiley,Shade,34,TRUE,TRUE,,07.dec.20
506,MM480,118.18,Maikri,Chrono,455,FALSE,FALSE,,08.dec.20
507,MM480,87.35,AWEN,Rameses,452,TRUE,TRUE,,08.dec.20
508,MMD,1.58,Jayyyyyyyyyyyyyy,Cent,34,FALSE,TRUE,,08.dec.20
509,MMD,1.46,Jayyyyyyyyyyyyyy,Shade,34,FALSE,TRUE,,08.dec.20
510,QQ_old,21.04,Smiley,Necro,81,FALSE,TRUE,,08.dec.20
511,MMD,1.44,Ќefirchik%20,Shade,34,FALSE,TRUE,,08.dec.20
512,HaHa,2.40,yIzaac😎👌,Shade,16,TRUE,TRUE,,08.dec.20
513,PPI,9.33,yIzaac😎👌,Cent,29,TRUE,TRUE,,09.dec.20
514,MM2,5.35,yIzaac😎👌,Cent,28,TRUE,TRUE,,09.dec.20
515,CCH,10.25,Pentagonis,Necro,41,TRUE,TRUE,,09.dec.20
516,TT,4.06,Creazy,Shade,21,TRUE,TRUE,,10.dec.20
517,PPI,2.06,asdfasdfasdf1234,Candy,29,TRUE,TRUE,,10.dec.20
518,PPP,3.03,Fater,Chrono,31,FALSE,FALSE,C,10.dec.20
519,PPI,2.04,Smiley,Candy,29,TRUE,TRUE,,10.dec.20
520,VV,4.53,TheTroll,Candy,41,FALSE,TRUE,,10.dec.20
521,PPP,2.19,asdfasdfasdf1234,Candy,31,FALSE,TRUE,,10.dec.20
522,HaHa,2.38,CrEoP,Shade,16,FALSE,TRUE,,10.dec.20
523,MMD,1.52,asdfasdfasdf1234,Jolt,34,FALSE,TRUE,,10.dec.20
524,CC,9.07,yIzaac😎👌,Brute,41,FALSE,TRUE,,11.dec.20
525,VV,5.00,piger,Candy,41,TRUE,TRUE,,11.dec.20
526,VV,4.40,Darklight,Candy,41,FALSE,TRUE,,12.dec.20
527,MMD,1.41,PotatoNuke,Shade,34,TRUE,TRUE,,11.dec.20
528,PPP,2.21,piger,Shade,31,FALSE,TRUE,,11.dec.20
529,MM2,4.39,piger,Necro,28,TRUE,TRUE,,11.dec.20
530,TT,4.36,Crank,Shade,21,FALSE,TRUE,Jojanah,13.dec.20
531,MMD,1.33,PotatoNuke,Shade,34,TRUE,TRUE,,13.dec.20
532,TT,4.14,☺♣○•♣♥☻♦♠◘,Shade,21,TRUE,TRUE,,13.dec.20
533,CC,5.03,Smiley,Candy,41,TRUE,TRUE,,13.dec.20
534,PPP,2.22,Fater,Mirage,31,FALSE,TRUE,,13.dec.20
535,PPP,2.24,☺♣○•♣♥☻♦♠◘,Chrono,31,TRUE,FALSE,C,13.dec.20
536,VV,7.12,jamaican,Rameses,41,FALSE,TRUE,,13.dec.20
537,TT,4.23,GuilleVgx,Shade,21,FALSE,TRUE,,14.dec.20
538,MM,12.36,CrEoP,Shade,121,FALSE,TRUE,,15.dec.20
539,MM480,97.31,AWEN,Rameses,463,FALSE,TRUE,,15.dec.20
540,PPI,2.41,☺♣○•♣♥☻♦♠◘,Chrono,29,FALSE,FALSE,C,15.dec.20
541,PPP,2.21,Smiley,Chrono,31,TRUE,FALSE,C,15.dec.20
542,TT,4.09,CrEoP,Shade,21,TRUE,TRUE,,15.dec.20
543,PPI,2.25,Smiley,Reaper,29,TRUE,TRUE,,16.dec.20
544,PPI,2.14,Smiley,Jötunn,29,FALSE,TRUE,,16.dec.20
545,PPI,2.19,Smiley,Mirage,29,TRUE,TRUE,,17.dec.20
546,PPI,2.32,Smiley,Morfe,29,FALSE,FALSE,Morfe,17.dec.20
547,PPI,2.33,Smiley,Aurora,29,TRUE,TRUE,Nerf,17.dec.20
548,PPI,2.30,Smiley,Euclid,29,TRUE,TRUE,,17.dec.20
549,GGH_old,6.56,CrEoP,Shade,41,FALSE,TRUE,,17.dec.20
550,MM2,4.36,CrEoP,Mirage,28,FALSE,TRUE,,17.dec.20
551,RR,11.58,CrEoP,Mirage,43,FALSE,TRUE,,17.dec.20
552,VV,4.47,CrEoP,Candy,41,FALSE,TRUE,,17.dec.20
553,GG,5.12,CrEoP,Shade,41,TRUE,TRUE,,17.dec.20
554,CC,6.26,DEFA,Necro,41,FALSE,TRUE,,17.dec.20
555,PPI,2.02,Smiley,Candy,29,TRUE,TRUE,,17.dec.20
556,PPP,2.12,Maikri,Shade,31,FALSE,FALSE,,17.dec.20
557,CC,5.25,DEFA,Shade,41,FALSE,TRUE,,17.dec.20
558,DD,9.04,Maikri,Mirage,81,FALSE,FALSE,,17.dec.20
559,MMD,1.32,PotatoNuke,Shade,34,TRUE,TRUE,,18.dec.20
560,PPP,2.09,☺♣○•♣♥☻♦♠◘,Chrono,31,FALSE,FALSE,C,18.dec.20
561,PPP,2.11,CrEoP,Shade,31,TRUE,TRUE,,18.dec.20
562,PPP,1.57,Smiley,Candy,31,TRUE,TRUE,,18.dec.20
563,CC,5.10,DEFA,Candy,41,TRUE,TRUE, https://www.youtube.com/watch?v=PCIP3TlOeiI,18.dec.20
564,PPI,1.59,Smiley,Candy,29,TRUE,TRUE,,18.dec.20
565,CC,5.01,DEFA,Candy,41,TRUE,TRUE,,18.dec.20
566,CC,5.06,Maikri,Candy,41,FALSE,FALSE,,18.dec.20
567,VV,4.52,Maikri,Candy,41,FALSE,FALSE,,18.dec.20
568,MMD,1.28,PotatoNuke,Shade,34,TRUE,TRUE,,18.dec.20
569,DD,9.50,Smiley,Chrono,81,FALSE,FALSE,C,19.dec.20
570,HaHa,2.37,Shoyas,Shade,16,TRUE,TRUE,,19.dec.20
571,HaHa,2.38,Row,Shade,16,TRUE,FALSE,idk,19.dec.20
572,HaHa,2.38,yIzaac😎👌,Shade,16,TRUE,TRUE,,19.dec.20
573,MM,12.33,Smiley,Shade,121,FALSE,TRUE,,19.dec.20
574,FF,6.00,Smiley,Mirage,41,FALSE,TRUE,,19.dec.20
575,EE_old,60.44,⚝Simba⚝,Brute,81,FALSE,TRUE,,19.dec.20
576,GG,5.01,Smiley,Shade,41,TRUE,TRUE,,19.dec.20
577,VV,5.20,Smiley,Ghoul,41,FALSE,FALSE,,19.dec.20
578,PPP,2.18,Crank,Shade,31,FALSE,TRUE,,19.dec.20
579,QQ_old,13.50,Smiley,Rameses,81,FALSE,TRUE,,20.dec.20
580,HaHa,2.36,Shoyas,Shade,16,FALSE,TRUE,,21.dec.20
581,RR,14.53,TheTroll,Rameses,43,FALSE,TRUE,,21.dec.20
582,CC,5.15,☺♣○•♣♥☻♦♠◘,Shade,41,TRUE,TRUE,,21.dec.20
583,HaHa,3.02,Smiley,Candy,16,FALSE,TRUE,,21.dec.20
584,MM2,5.26,yIzaac😎👌,Cent,28,TRUE,TRUE,,21.dec.20
585,MM2,5.32,EVA,Cent,28,FALSE,TRUE,,21.dec.20
586,MM2,4.36,piger,Necro,28,FALSE,TRUE,,22.dec.20
587,CC,4.41,fAtKiD,Candy,41,FALSE,FALSE,f,22.dec.20
588,PPP,2.05,fAtKiD,Candy,31,FALSE,TRUE,f LOL,22.dec.20
589,PPI,2.04,fAtKiD,Candy,29,FALSE,TRUE,f LOL,22.dec.20
590,VV,4.30,fAtKiD,Candy,41,FALSE,TRUE,f LOL,22.dec.20
591,CC,4.46,DEFA,Candy,41,TRUE,TRUE,,22.dec.20
592,CC,5.14,AWEN,Candy,41,FALSE,TRUE,,23.dec.20
593,OO_old,9.25,Creazy,Necro,16,TRUE,TRUE,Nerf Map,23.dec.20
594,CC,5.12,☺♣○•♣♥☻♦♠◘,Shade,41,FALSE,TRUE,,23.dec.20
595,RR,34.38,Amasterclasher,Cent,43,FALSE,TRUE,,24.dec.20
596,HaHa,2.40,Shoyas,Ghoul,16,FALSE,FALSE,,24.dec.20
597,PPP,2.06,☺♣○•♣♥☻♦♠◘,Candy,31,FALSE,TRUE,,24.dec.20
598,MM2,5.13,๖ۣۜLiquid Sir0🔱,Necro,28,FALSE,FALSE,,26.dec.20
599,CC,4.34,fAtKiD,Candy,41,TRUE,TRUE,f LOL,26.dec.20
600,MMD,1.43,fAtKiD,Shade,34,FALSE,TRUE,f Lol,26.dec.20
601,CCH,10.44,AWEN,Jötunn,41,FALSE,TRUE,,26.dec.20
602,MM2,5.00,PotatoNuke,Cent,28,TRUE,TRUE,,26.dec.20
603,QQ_old,14.03,Harmony556,Mirage,81,FALSE,TRUE,,26.dec.20
604,OO_old,7.10,AWEN,Chrono,16,FALSE,TRUE,C,27.dec.20
605,CC,4.50,GuilleVgx,Candy,41,FALSE,TRUE,,28.dec.20
606,TT,4.33,Fortish,Candy,21,FALSE,TRUE,,29.dec.20
607,VV,5.01,Fortish,Candy,41,FALSE,TRUE,,29.dec.20
608,PPI,3.43,Fortish,Aurora,29,FALSE,TRUE,Nerf,30.dec.20
609,GG,5.07,Crank,Shade,41,TRUE,TRUE,,31.dec.20
610,MMD,2.38,AWEN,Necro,34,FALSE,TRUE,,31.dec.20
611,CCH,11.53,Fauderix,Aurora,41,FALSE,TRUE,Nerf,02.jan.21
612,RR,11.56,Zeratuone1,Mirage,43,FALSE,TRUE,,02.jan.21
613,GGH_old,9.01,Zeratuone1,Cent,41,FALSE,TRUE,,02.jan.21
614,HaHa,2.42,Zeratuone1,Shade,16,FALSE,TRUE,,02.jan.21
615,QQ_old,18.20,Amasterclasher,Cent,81,FALSE,TRUE,,02.jan.21
616,MM,13.52,Harmony556,Shade,120,TRUE,TRUE,,02.jan.21
617,VV,4.40,piger,Candy,41,FALSE,TRUE,,02.jan.21
618,FF,5.20,Shoyas,Mirage,41,FALSE,TRUE,,03.jan.21
619,PPP,2.09,TheTroll,Candy,31,TRUE,TRUE,,03.jan.21
620,MM480,999.00,Strat,Rameses,299,TRUE,TRUE,added time cause empty,04.jan.21
621,TT,4.14,PotatoNuke,Shade,21,TRUE,TRUE,,04.jan.21
622,CCH,11.08,piger,Euclid,41,FALSE,TRUE,,05.jan.21
623,CCH,14.36,Vikenti,Mirage,41,FALSE,TRUE,,05.jan.21
624,PPI,2.52,TheTroll,Euclid,29,FALSE,TRUE,,05.jan.21
625,PPP,2.36,TheTroll,Jötunn,31,FALSE,TRUE,,05.jan.21
626,MM2,4.36,PotatoNuke,Shade,28,TRUE,TRUE,,05.jan.21
627,OO_old,22.51,Amasterclasher,Cent,16,TRUE,TRUE,Nerf Map,05.jan.21
628,OO_old,11.02,Smiley,Chrono,16,FALSE,TRUE,C,05.jan.21
629,CC,4.55,asdfasdfasdf1234,Candy,41,FALSE,TRUE,,05.jan.21
630,MM480,63.21,CrEoP,Shade,350,FALSE,TRUE,,05.jan.21
631,WW,31.44,Amasterclasher,Cent,81,FALSE,TRUE,,06.jan.21
632,MM2,4.27,PotatoNuke,Shade,28,FALSE,TRUE,,06.jan.21
633,GG,4.59,CrEoP,Shade,41,FALSE,TRUE,,06.jan.21
634,HH,25.42,TUFE,Ghoul,81,FALSE,FALSE,,06.jan.21
635,MMD,1.38,asdfasdfasdf1234,Shade,34,FALSE,TRUE,,07.jan.21
636,PPP,2.02,CrEoP,Shade,31,FALSE,TRUE,,07.jan.21
637,HH,21.18,PotatoNuke,Shade,81,FALSE,TRUE,,08.jan.21
638,VVH,9.08,Vikenti,Shade,41,TRUE,TRUE,,08.jan.21
639,MMD,1.33,Darklight,Shade,34,TRUE,TRUE,,10.jan.21
640,VVH,11.04,Ventinari,Shade,41,TRUE,TRUE,,09.jan.21
641,PPP,2.03,Darklight,Shade,31,FALSE,TRUE,,10.jan.21
642,FF,7.50,Zeratuone1,Cent,41,FALSE,TRUE,,11.jan.21
643,MMD,1.31,CrEoP,Shade,34,FALSE,TRUE,,12.jan.21
644,MMD,1.29,Darklight,Shade,34,FALSE,TRUE,,12.jan.21
645,VVH,9.46,Ventinari,Shade,41,TRUE,TRUE,,12.jan.21
646,MMD,1.29,Shoyas,Shade,34,TRUE,TRUE,,12.jan.21
647,MM2,4.20,Shoyas,Candy,28,FALSE,TRUE,,12.jan.21
648,MM2,6.49,ElFeyer,Necro,28,FALSE,TRUE,,14.jan.21
649,OO_old,8.03,Ventinari,Necro,16,TRUE,TRUE,Nerf Map,14.jan.21
650,OO_old,7.03,Ventinari,Necro,16,FALSE,TRUE,Nerf Map,14.jan.21
651,HH,18.03,CrEoP,Shade,81,FALSE,TRUE,,16.jan.21
652,WW,12.22,CrEoP,Shade,81,FALSE,TRUE,,16.jan.21
653,TT,3.59,☺♣○•♣♥☻♦♠◘,Shade,21,TRUE,TRUE,,16.jan.21
654,MMD,1.24,Shoyas,Shade,34,FALSE,TRUE,,16.jan.21
655,MMD,7.36,stepaniche,Rameses,34,FALSE,TRUE,,16.jan.21
656,PPI,2.11,CrEoP,Candy,29,FALSE,TRUE,,17.jan.21
