List Of All Solo,,,,,,,,,
,,,,,,,,,
Nr,Map,Time,Players,Hero,Area,New Better time or its duplicit,Accepted,Comments,Dates
657,PPP,2.00,☺♣○•♣♥☻♦♠◘,Shade,31,TRUE,TRUE,,19.jan.21
658,TT,4.18,TUFE,Shade,21,FALSE,TRUE,,19.jan.21
659,MMD,1.26,PotatoNuke,Shade,34,FALSE,TRUE,,19.jan.21
660,CC,6.41,psycrow,Chrono,41,FALSE,FALSE,C,21.jan.21
661,VV,7.05,psycrow,Chrono,41,FALSE,FALSE,C,21.jan.21
662,WW,13.22,Ventinari,Shade,81,TRUE,TRUE,,21.jan.21
663,TT,4.22,ksvmd,Shade,21,FALSE,TRUE,,21.jan.21
664,CC,6.07,yIzaac😎👌,Chrono,41,TRUE,FALSE,C,21.jan.21
665,VV,6.32,yIzaac😎👌,Chrono,41,TRUE,FALSE,C,21.jan.21
666,VV,6.28,Stryker123,Chrono,41,FALSE,FALSE,C,22.jan.21
667,GG,5.11,Ventinari,Shade,41,FALSE,TRUE,,22.jan.21
668,OO_old,6.57,DD1,Necro,16,FALSE,TRUE,Nerf Map,23.jan.21
669,CCH,21.14,DD1,Necro,41,TRUE,TRUE,,23.jan.21
670,RR,15.53,RishabhW,Rameses,43,FALSE,TRUE,,24.jan.21
671,OO_old,6.49,CrEoP,Necro,16,FALSE,TRUE,Nerf Map,24.jan.21
672,CCH,7.11,[АА]Sen,Shade,41,FALSE,FALSE,Ban logs dont match,24.jan.21
673,TT,3.56,RishabhW,Shade,21,FALSE,TRUE,,25.jan.21
674,CC,4.47,RishabhW,Candy,41,TRUE,TRUE,,25.jan.21
675,PPI,2.12,RishabhW,Candy,29,FALSE,TRUE,,25.jan.21
676,EE_old,12.41,DD1,Rameses,81,TRUE,TRUE,,25.jan.21
677,TT,4.14,Stryker123,Shade,21,FALSE,TRUE,,25.jan.21
678,TT,3.55,Creazy,Shade,21,TRUE,TRUE,,26.jan.21
679,EE_old,19.34,Pentagonis,Necro,81,FALSE,TRUE,,26.jan.21
680,TT,4.12,Ќefirchik%20,Shade,21,FALSE,TRUE,,26.jan.21
681,OO_old,18.42,Amasterclasher,Cent,16,TRUE,TRUE,Nerf Map,27.jan.21
682,TT,4.03,asdfasdfasdf1234,Shade,21,FALSE,TRUE,,27.jan.21
683,MMD,2.15,Ventinari,Shade,34,TRUE,TRUE,,28.jan.21
684,MM2,5.15,Ventinari,Shade,28,FALSE,TRUE,,28.jan.21
685,EE_old,21.04,thiccsucc,Magmax,81,FALSE,TRUE,,28.jan.21
686,MMD,1.39,Ventinari,Shade,34,TRUE,TRUE,,28.jan.21
687,OO_old,7.48,Smiley,Necro,16,FALSE,TRUE,Nerf Map,28.jan.21
688,DD,8.21,RishabhW,Candy,81,FALSE,TRUE,,29.jan.21
689,EE_old,12.29,DD1,Rameses,81,TRUE,TRUE,,29.jan.21
690,VVH,8.08,DD1,Shade,41,FALSE,TRUE,,30.jan.21
691,VVH,8.05,Ventinari,Shade,41,TRUE,TRUE,,30.jan.21
692,TT,3.57,CrEoP,Shade,21,FALSE,TRUE,,30.jan.21
693,OO_old,6.24,Creazy,Chrono,16,FALSE,TRUE,C,30.jan.21
694,CCH,10.58,Vikenti,Rime,41,FALSE,TRUE,,30.jan.21
695,OO_old,9.56,lindsay,Chrono,16,FALSE,TRUE,C,30.jan.21
696,MMD,1.46,Ventinari,Necro,34,FALSE,TRUE,,01.feb.21
697,FF,7.20,GoldTime,Magmax,41,FALSE,FALSE,disabled cause didnt telll main acc,02.feb.21
698,CC,6.27,PotatoNuke,Aurora,41,FALSE,TRUE,Nerf,02.feb.21
699,CC,6.06,PotatoNuke,Necro,41,FALSE,TRUE,,02.feb.21
700,OO_old,17.42,Amasterclasher,Cent,16,FALSE,TRUE,Nerf Map,02.feb.21
701,OO,14.42,Amasterclasher,Cent,16,FALSE,TRUE,,03.feb.21
702,CC,10.33,psycrow,Euclid,41,FALSE,TRUE,,05.feb.21
703,CC,271.10,piger,Necro,41,FALSE,TRUE,,05.feb.21
704,OO_old,6.01,Damasus,Chrono,16,FALSE,TRUE,C,05.feb.21
705,HaHa,7.19,☺♣○•♣♥☻♦♠◘,Cent,16,FALSE,TRUE,,06.feb.21
706,CCH,10.21,Vikenti,Magmax,41,FALSE,TRUE,,06.feb.21
707,MM480,0.43,SANDWICH,Euclid,3,FALSE,FALSE,Need atleast 121,07.feb.21
708,MM480,5.24,psycrow,Euclid,34,FALSE,FALSE,Need atleast 121,07.feb.21
709,MM480,4.06,asdfasdfasdf1234,Euclid,30,FALSE,FALSE,Need atleast 121,07.feb.21
710,CC,6.19,PotatoNuke,Morfe,41,TRUE,FALSE,Morfe,07.feb.21
711,MM2,4.16,PotatoNuke,Candy,28,TRUE,TRUE,,07.feb.21
712,PPI,2.17,GoldTime,Mirage,29,FALSE,FALSE,,07.feb.21
713,MM480,5.20,yIzaac😎👌,Euclid,33,FALSE,FALSE,Need atleast 121,07.feb.21
714,MM480,19.03,Smiley,Necro,130,FALSE,TRUE,,07.feb.21
715,MM480,71.47,PotatoNuke,Rameses,333,FALSE,TRUE,,08.feb.21
716,PPI,2.28,asdfasdfasdf1234,Aurora,29,FALSE,TRUE,Nerf,09.feb.21
717,PPI,2.23,Smiley,Aurora,29,TRUE,TRUE,Nerf,09.feb.21
718,PPI,2.27,Smiley,Brute,29,FALSE,TRUE,,09.feb.21
719,MM2,4.08,PotatoNuke,Candy,28,TRUE,TRUE,,12.feb.21
720,MMD,1.35,Ventinari,Shade,34,FALSE,TRUE,,12.feb.21
721,MM2,3.54,PotatoNuke,Candy,28,TRUE,TRUE,,12.feb.21
722,OO_old,5.21,Vikenti,Chrono,16,FALSE,TRUE,C,12.feb.21
723,PPI,2.38,Smiley,Chrono,29,FALSE,FALSE,C,13.feb.21
724,PPI,2.32,Smiley,Rime,29,FALSE,TRUE,,13.feb.21
725,PPI,2.20,Smiley,Rameses,29,FALSE,TRUE,,13.feb.21
726,WW,9.29,Vikenti,Shade,81,FALSE,TRUE,,13.feb.21
727,CC,4.40,Vikenti,Candy,41,TRUE,TRUE,,13.feb.21
728,CC,5.02,Smiley,Candy,41,TRUE,TRUE,,13.feb.21
729,VV,4.33,Vikenti,Candy,41,TRUE,TRUE,,13.feb.21
730,CC,4.32,DEFA,Candy,41,FALSE,TRUE,,13.feb.21
731,GG,4.54,Vikenti,Shade,41,TRUE,TRUE,,13.feb.21
732,TT,3.55,Vikenti,Shade,21,TRUE,TRUE,,13.feb.21
733,MM480,43.36,psycrow,Reaper,139,FALSE,TRUE,,14.feb.21
734,FF,6.14,Vikenti,Mirage,41,FALSE,TRUE,,14.feb.21
735,HaHa,5.03,GoldTime,Ghoul,16,FALSE,FALSE,,14.feb.21
736,VV,4.23,Creazy,Candy,41,FALSE,TRUE,,15.feb.21
737,CC,4.26,Creazy,Candy,41,TRUE,TRUE,,15.feb.21
738,MMD,1.20,PotatoNuke,Candy,34,FALSE,TRUE,,15.feb.21
739,GG,4.51,Crank,Shade,41,FALSE,TRUE,,16.feb.21
740,PPI,2.43,Smiley,Necro,29,TRUE,TRUE,,16.feb.21
741,PPI,2.41,Smiley,Shade,29,TRUE,TRUE,,16.feb.21
742,RR,15.19,Smiley,Chrono,43,TRUE,FALSE,C,16.feb.21
743,PPI,2.28,Smiley,Jolt,29,TRUE,TRUE,,16.feb.21
744,PPI,2.40,Smiley,Ghoul,29,FALSE,FALSE,,16.feb.21
745,CC,18.33,☺♣○•♣♥☻♦♠◘,Cent,41,FALSE,TRUE,,16.feb.21
746,CC,6.03,Smiley,Chrono,41,FALSE,FALSE,C,16.feb.21
747,CC,6.03,yIzaac😎👌,Chrono,41,FALSE,FALSE,C,17.feb.21
748,CC,5.57,TheTroll,Chrono,41,FALSE,FALSE,C,17.feb.21
749,CC,5.24,Creazy,Chrono,41,FALSE,FALSE,C,17.feb.21
750,MM480,64.47,Amasterclasher,Cent,199,FALSE,TRUE,,17.feb.21
751,TT,4.57,TrashInPain,Shade,21,FALSE,TRUE,,17.feb.21
752,DD,22.06,psycrow,Necro,81,FALSE,TRUE,,17.feb.21
753,DD,12.27,yIzaac😎👌,Chrono,81,FALSE,FALSE,C,17.feb.21
754,MM480,33.06,GeParD,Rameses,148,TRUE,TRUE,,18.feb.21
755,CC,17.42,psycrow,Magmax,41,FALSE,TRUE,,19.feb.21
756,TT,3.59,PotatoNuke,Candy,21,TRUE,TRUE,,19.feb.21
757,MM480,30.39,Jayyyyyyyyyyyyyy,Chrono,200,FALSE,FALSE,C,19.feb.21
758,MM480,71.15,GeParD,Rameses,198,FALSE,TRUE,,19.feb.21
759,GG,6.19,ElFeyer,Shade,41,TRUE,TRUE,,20.feb.21
760,TT,3.49,Creazy,Shade,21,FALSE,TRUE,,20.feb.21
761,CC,200.56,psycrow,Rameses,41,FALSE,TRUE,,21.feb.21
762,RR,14.04,TheTroll,Chrono,43,FALSE,FALSE,C,21.feb.21
763,VV,6.08,psycrow,Ghoul,41,FALSE,FALSE,,22.feb.21
764,VV,4.55,Vikenti,Ghoul,41,FALSE,FALSE,,22.feb.21
765,VV,4.57,Creazy,Ghoul,41,FALSE,FALSE,,23.feb.21
766,PPI,2.18,Smiley,Mirage,29,TRUE,TRUE,,23.feb.21
767,MM480,10.08,DepressionOwU,Candy,49,FALSE,FALSE,Need atleast 121,23.feb.21
768,VV,6.27,Goldy,Necro,41,FALSE,TRUE,,23.feb.21
769,VV,6.22,Goldy,Jolt,41,FALSE,TRUE,,23.feb.21
770,GG,6.19,ElFeyer,Shade,41,FALSE,TRUE,,23.feb.21
771,PPI,6.12,yIzaac😎👌,Cent,29,FALSE,TRUE,,24.feb.21
772,MM480,12.25,ElFeyer,Jötunn,65,FALSE,FALSE,Need atleast 121,24.feb
773,VV,7.17,ElFeyer,Jolt,41,TRUE,TRUE,,24.feb.21
774,CC,6.34,CIROATM,Jötunn,41,FALSE,TRUE,,24.feb.21
775,VV,7.10,GeParD,Jolt,41,FALSE,TRUE,,24.feb.21
776,VV,6.33,CIROATM,Chrono,41,FALSE,FALSE,C,24.feb.21
777,PPI,4.27,Smiley,Cent,29,FALSE,TRUE,,24.feb.21
778,PPI,3.00,Smiley,Nexus,29,TRUE,TRUE,,24.feb.21
779,PPI,2.32,Smiley,Shade,29,TRUE,TRUE,,24.feb.21
780,PPI,2.46,Smiley,Magmax,29,FALSE,TRUE,,24.feb.21
781,PPI,6.20,asdfasdfasdf1234,Necro,29,FALSE,TRUE,,24.feb.21
782,MM480,12.33,CIROATM,Jötunn,83,FALSE,FALSE,Need atleast 121,24.feb.21
783,PPI,6.22,CIROATM,Chrono,29,FALSE,FALSE,C,24.feb.21
784,PPP,2.04,Smiley,Shade,31,TRUE,TRUE,,25.feb.21
785,MM2,4.28,PotatoNuke,Magmax,28,FALSE,TRUE,,25.feb.21
786,PPP,2.24,Smiley,Reaper,31,FALSE,TRUE,,25.feb.21
787,PPI,3.26,lindsay,Cent,29,FALSE,TRUE,,25.feb.21
788,VV,6.50,ElFeyer,Jolt,41,FALSE,TRUE,,26.feb.21
789,MM2,4.18,PotatoNuke,Rime,28,FALSE,TRUE,,26.feb.21
790,VV,5.29,thiccsucc,Jolt,41,FALSE,TRUE,,27.feb.21
791,VV,5.27,Creazy,Jolt,41,FALSE,TRUE,,27.feb.21
792,VV,5.19,CrEoP,Ghoul,41,FALSE,FALSE,,27.feb.21
793,VV,5.16,DEFA,Jolt,41,FALSE,TRUE,,27.feb.21
794,TT,3.57,☺♣○•♣♥☻♦♠◘,Shade,21,FALSE,TRUE,,28.feb.21
795,CCH,12.49,Pasemrus,Euclid,41,FALSE,TRUE,,01.mar.21
796,CC,4.39,RishabhW,Candy,41,FALSE,TRUE,,01.mar.21
797,HaHa,9.27,CIROATM,Chrono,16,FALSE,FALSE,C,01.mar.21
798,HaHa,5.10,yIzaac😎👌,Chrono,16,FALSE,FALSE,C,01.mar.21
799,MMD,3.30,CIROATM,Cent,34,FALSE,TRUE,,01.mar.21
800,MMD,2.12,yIzaac😎👌,Cent,34,TRUE,TRUE,,01.mar.21
801,MM2,4.50,yIzaac😎👌,Cent,28,FALSE,TRUE,,01.mar.21
802,TT,3.39,Creazy,Candy,21,TRUE,TRUE,,02.mar.21
803,MMD,1.53,yIzaac😎👌,Cent,34,FALSE,TRUE,,02.mar.21
804,DD,13.11,CIROATM,Rameses,81,FALSE,TRUE,,03.mar.21
805,RR,10.00,TheTroll,Mirage,43,FALSE,TRUE,,05.mar.21
806,CC,4.41,CrEoP,Candy,41,FALSE,TRUE,,05.mar.21
807,CC,4.21,Creazy,Candy,41,FALSE,TRUE,,05.mar.21
808,VV,5.28,PotatoNuke,Ghoul,41,FALSE,FALSE,,06.mar.21
809,CC,6.15,PotatoNuke,Morfe,41,FALSE,FALSE,Morfe,07.mar.21
810,CC,5.37,PotatoNuke,Shade,41,TRUE,TRUE,,07.mar.21
811,CC,5.56,PotatoNuke,Chrono,41,FALSE,FALSE,C,07.mar.21
812,CC,6.07,PotatoNuke,Rameses,41,FALSE,TRUE,,07.mar.21
813,CC,6.03,PotatoNuke,Rime,41,FALSE,TRUE,,07.mar.21
814,HaHa,2.43,Creazy,Shade,16,TRUE,TRUE,,07.mar.21
815,CCH,14.37,Invi,Aurora,41,FALSE,TRUE,Nerf,07.mar.21
816,GG,6.12,Creazy,Chrono,41,FALSE,FALSE,C,08.mar.21
817,CCH,8.10,RishabhW,Jötunn,41,FALSE,TRUE,,08.mar.21
818,VV,4.37,RishabhW,Candy,41,FALSE,TRUE,,08.mar.21
819,MM480,4.34,psycrow,Morfe,32,FALSE,FALSE,Morfe,09.mar.21
820,MM480,69.43,psycrow,Cent,28,FALSE,FALSE,Need atleast 121,09.mar.21
821,HaHa,3.19,Smiley,Rime,16,FALSE,TRUE,,09.mar.21
822,GG,6.15,Damasus,Shade,41,FALSE,TRUE,,09.mar.21
823,FF,6.45,asdfasdfasdf1234,Shade,41,FALSE,TRUE,,09.mar.21
824,HaHa,2.40,Creazy,Shade,16,TRUE,TRUE,,11.mar.21
825,PPI,2.05,Creazy,Candy,29,FALSE,TRUE,,12.mar.21
826,MM480,99.54,AWEN,Shade,480,FALSE,TRUE,,12.mar.21
827,MM480,12.49,psycrow,Aurora,65,FALSE,FALSE,Need atleast 121,13.mar.21
828,VVH,14.43,Invi,Shade,41,FALSE,TRUE,,13.mar.21
829,CC,8.35,ElFeyer,Rameses,41,FALSE,TRUE,,13.mar.21
830,HaHa,15.53,☺♣○•♣♥☻♦♠◘,Necro,16,FALSE,TRUE,,13.mar.21
831,CC,5.36,asdfasdfasdf1234,Chrono,41,FALSE,FALSE,C,13.mar.21
832,HaHa,16.32,☺♣○•♣♥☻♦♠◘,Morfe,16,FALSE,FALSE,Morfe,14.mar.21
833,FF,8.12,R0YqL,Cent,41,FALSE,TRUE,,14.mar.21
834,GGH_old,6.08,PotatoNuke,Shade,41,TRUE,TRUE,,15.mar.21
835,CC,6.33,PotatoNuke,Jolt,41,FALSE,TRUE,,15.mar.21
836,CC,9.33,PotatoNuke,Cent,41,FALSE,TRUE,,15.mar.21
837,MM480,38.36,psycrow,Ghoul,149,FALSE,FALSE,,15.mar.21
838,VVH,13.01,AWEN,Shade,41,FALSE,TRUE,,16.mar.21
839,HaHa,2.35,Row,Shade,16,FALSE,FALSE,Cheated with nexus paths,16.mar.21
840,MM,12.57,PotatoNuke,Shade,121,TRUE,TRUE,,16.mar.21
841,TT,6.24,piger,Cent,21,FALSE,TRUE,,16.mar.21
842,VVH,7.46,asdfasdfasdf1234,Shade,41,FALSE,TRUE,,16.mar.21
843,OO,14.58,lindsay,Cent,16,FALSE,TRUE,,16.mar.21
844,HaHa,2.39,Vikenti,Shade,16,TRUE,TRUE,,17.mar.21
845,PPP,2.02,Vikenti,Candy,31,FALSE,TRUE,,17.mar.21
846,MMD,1.39,Vikenti,Shade,34,FALSE,TRUE,,17.mar.21
847,QQ_old,9.52,Vikenti,Mirage,81,FALSE,TRUE,,17.mar.21
848,HaHa,2.37,yIzaac😎👌,Shade,16,FALSE,TRUE,,17.mar.21
849,CC,4.29,Vikenti,Candy,41,TRUE,TRUE,,17.mar.21
850,VV,4.27,Vikenti,Candy,41,TRUE,TRUE,,17.mar.21
851,EE_old,13.23,Harmony556,Rameses,81,FALSE,TRUE,,18.mar.21
852,HaHa,2.38,Creazy,Shade,16,TRUE,TRUE,,18.mar.21
853,GG,9.01,SANDWICH,Magmax,41,FALSE,TRUE,,18.mar.21
854,PPI,2.04,TheTroll,Candy,29,FALSE,TRUE,,18.mar.21
855,PPP,2.03,TheTroll,Candy,31,FALSE,TRUE,,18.mar.21
856,QQ_old,24.01,☺♣○•♣♥☻♦♠◘,Necro,81,FALSE,TRUE,,19.mar.21
857,MM,13.19,Harmony556,Shade,121,FALSE,TRUE,,20.mar.21
858,MM2,5.09,Harmony556,Necro,28,FALSE,TRUE,,20.mar.21
859,MM480,38.39,Crank,Cent,149,FALSE,TRUE,,20.mar.21
860,CC,7.23,ElFeyer,Chrono,41,TRUE,FALSE,C,21.mar.21
861,CC,5.55,Harmony556,Chrono,41,FALSE,FALSE,C,21.mar.21
862,CCH,12.13,thiccsucc,Aurora,41,TRUE,TRUE,Nerf,22.mar.21
863,PPP,3.53,☺♣○•♣♥☻♦♠◘,Cent,31,FALSE,TRUE,,22.mar.21
864,WW,12.21,Ventinari,Shade,81,FALSE,TRUE,,22.mar.21
865,CCH,7.40,Creazy,Shade,41,FALSE,TRUE,,22.mar.21
866,CC,7.07,ElFeyer,Necro,41,TRUE,TRUE,,24.mar.21
867,RR,21.47,Ventinari,Necro,43,FALSE,TRUE,,24.mar.21
868,CC,7.00,psycrow,Aurora,41,FALSE,TRUE,Nerf,24.mar.21
869,GGH_old,8.42,CIROATM,Cent,41,TRUE,TRUE,,24.mar.21
870,TT,6.07,Vikenti,Necro,21,FALSE,TRUE,,24.mar.21
871,CCH,7.32,asdfasdfasdf1234,Shade,41,FALSE,TRUE,,24.mar.21
872,VV,5.26,TheTroll,Mirage,41,FALSE,TRUE,,24.mar.21
873,TT,9.18,๖ۣۜLiquid Sir0🔱,Necro,21,FALSE,FALSE,,25.mar.21
874,GGH_old,7.03,Harmony556,Chrono,41,FALSE,FALSE,C,26.mar.21
875,HaHa,2.39,RishabhW,Shade,16,FALSE,TRUE,,26.mar.21
876,TT,4.55,Stryker123,Necro,21,FALSE,TRUE,,26.mar.21
877,MM480,51.17,psycrow,Necro,150,FALSE,TRUE,,26.mar.21
878,OO_old,5.25,Pentagonis,Necro,16,TRUE,TRUE,Nerf Map,26.mar.21
879,CC,6.55,Smiley,Necro,41,FALSE,TRUE,,27.mar.21
880,OO_old,4.58,Pentagonis,Necro,16,FALSE,TRUE,Nerf Map,27.mar.21
881,CC,6.27,Stryker123,Necro,41,TRUE,TRUE,,27.mar.21
882,MM480,17.51,Exscord,Necro,94,FALSE,FALSE,Need atleast 121,28.mar.21
883,MM2,3.50,PotatoNuke,Candy,28,TRUE,TRUE,,28.mar.21
884,MM480,21.22,DepressionOwU,Shade,106,FALSE,FALSE,Need atleast 121,28.mar.21
885,MM480,21.34,DepressionOwU,Euclid,53,FALSE,FALSE,Need atleast 121,29.mar.21
886,MM480,12.44,DepressionOwU,Reaper,63,FALSE,FALSE,Need atleast 121,29.mar.21
887,OO_old,5.18,Creazy,Necro,16,FALSE,TRUE,Nerf Map,29.mar.21
888,MM480,10.21,CIROATM,Euclid,64,FALSE,FALSE,Need atleast 121,30.mar.21
889,MM480,29.30,PotatoNuke,Nexus,154,FALSE,TRUE,,30.mar.21
890,DD,13.07,KaBo0M,Nexus,81,FALSE,TRUE,,31.mar.21
891,GG,5.48,๖ۣۜLiquid Sir0🔱,Rime,41,FALSE,FALSE,,31.mar.21
892,CC,6.25,ElFeyer,Chrono,41,TRUE,FALSE,C,01.apr.21
893,VV,4.56,Vikenti,Shade,41,FALSE,TRUE,,01.apr.21
894,CC,6.34,ElFeyer,Shade,41,FALSE,TRUE,,02.apr.21
895,CCH,16.25,Creazy,Necro,41,FALSE,TRUE,,02.apr.21
896,RR,13.20,KaBo0M,Mirage,43,FALSE,TRUE,,04.apr.21
897,TT,11.19,Exscord,Rameses,21,FALSE,TRUE,,04.apr.21
898,MMD,1.37,Creazy,Shade,34,FALSE,TRUE,,04.apr.21
899,CC,6.00,☺♣○•♣♥☻♦♠◘,Chrono,41,FALSE,FALSE,C,05.apr.21
900,VV,4.49,Smiley,Shade,41,FALSE,TRUE,,05.apr.21
901,HaHa,4.16,๖ۣۜLiquid Sir0🔱,Necro,16,FALSE,FALSE,,05.apr.21
902,MM,18.32,๖ۣۜLiquid Sir0🔱,Necro,121,FALSE,FALSE,,06.apr.21
903,PPI,3.56,ElFeyer,Chrono,29,FALSE,FALSE,C,06.apr.21
904,DD,12.05,๖ۣۜLiquid Sir0🔱,Rime,81,TRUE,FALSE,,06.apr.21
905,MM480,85.41,TheTroll,Rime,346,FALSE,TRUE,,06.apr.21
906,CC,5.06,Smiley,Shade,41,FALSE,TRUE,,06.apr.21
907,RR,15.56,Smiley,Necro,43,TRUE,TRUE,,06.apr.21
908,RR,14.47,Smiley,Chrono,43,TRUE,FALSE,C,07.apr.21
909,DD,10.45,๖ۣۜLiquid Sir0🔱,Rime,81,FALSE,FALSE,,07.apr.21
910,CC,6.10,Stryker123,Chrono,41,FALSE,FALSE,C,08.apr.21
911,PPI,2.00,asdfasdfasdf1234,Candy,29,FALSE,TRUE,,09.apr.21
912,CCH,8.06,Tyree,Jötunn,41,FALSE,TRUE,,09.apr.21
913,CCH,6.24,asdfasdfasdf1234,Candy,41,FALSE,TRUE,,09.apr.21
914,RR,15.46,Smiley,Necro,43,FALSE,TRUE,,09.apr.21
915,RR,14.20,Smiley,Chrono,43,FALSE,FALSE,C,09.apr.21
916,CCH,8.06,asdfasdfasdf1234,Candy,41,FALSE,FALSE,da baby#2328,10.apr.21
917,GG,4.51,Smiley,Shade,41,FALSE,TRUE,,10.apr.21
918,CC,6.35,ElFeyer,Chrono,41,FALSE,FALSE,C,10.apr.21
919,VV,6.33,ElFeyer,Chrono,41,FALSE,FALSE,C,10.apr.21
920,RR,11.47,Smiley,Mirage,43,FALSE,TRUE,,11.apr.21
921,FF,13.44,☺♣○•♣♥☻♦♠◘,Reaper,41,FALSE,TRUE,,11.apr.21
922,PPP,2.03,Smiley,Shade,31,TRUE,TRUE,,12.apr.21
923,TT,4.34,ElFeyer,Shade,21,FALSE,TRUE,,12.apr.21
924,CCH,17.23,Strat,Necro,41,FALSE,TRUE,,14.apr.21
925,OO_old,25.54,BJG,Chrono,16,FALSE,TRUE,C,14.apr.21
926,PPP,2.11,Smiley,Necro,31,FALSE,TRUE,,14.apr.21
927,PPP,5.08,ImSoloDontFollow,Necro,31,FALSE,FALSE,,12.apr.21
928,CC,10.35,ImSoloDontFollow,Aurora,41,FALSE,FALSE,disabled,12.apr.21
929,PPP,2.16,Smiley,Chrono,31,FALSE,FALSE,C,15.apr.21
930,PPP,1.57,Smiley,Shade,31,TRUE,TRUE,,15.apr.21
931,CC,7.02,ElFeyer,Necro,41,TRUE,TRUE,,16.apr.21
932,PPP,1.56,☺♣○•♣♥☻♦♠◘,Shade,31,FALSE,TRUE,,16.apr.21
933,PPP,1.56,Smiley,Shade,31,FALSE,TRUE,,16.apr.21
934,CC,6.31,piger,Cent,41,TRUE,TRUE,,17.apr.21
935,PPP,1.53,Smiley,Candy,31,FALSE,TRUE,,17.apr.21
936,PPI,2.09,Smiley,Shade,29,FALSE,TRUE,,18.apr.21
937,PPI,2.24,Smiley,Reaper,29,FALSE,TRUE,,17.apr.21
938,PPI,2.14,asdfasdfasdf1234,Shade,29,FALSE,TRUE,,18.apr.21
939,TT,5.58,ElFeyer,Chrono,21,FALSE,FALSE,C,18.apr.21
940,HaHa,4.14,527,Ghoul,16,FALSE,FALSE,,18.apr.21
941,PPI,1.58,Smiley,Candy,29,FALSE,TRUE,,18.apr.21
942,MM480,79.00,ImSoloDontFollow,Rameses,148,FALSE,FALSE,,18.apr.21
943,GG,9.03,Exscord,Necro,41,TRUE,TRUE,,18.apr.21
944,CC,6.22,Stryker123,Necro,41,TRUE,TRUE,,18.apr.21
945,CC,5.23,Creazy,Necro,41,FALSE,TRUE,,18.apr.21
946,WW,20.13,Exscord,Necro,81,FALSE,TRUE,,19.apr.21
947,HaHa,2.51,๖ۣۜLiquid Sir0🔱,Candy,16,FALSE,FALSE,Ban cause 2.36 candy,19.apr.21
948,OO_old,7.35,Tetar,Necro,16,FALSE,TRUE,Nerf Map,20.apr.21
949,CC,6.35,SANDWICH,Necro,41,FALSE,TRUE,,20.apr.21
950,FF,13.28,Exscord,Necro,41,FALSE,TRUE,,20.apr.21
951,VV,5.48,ImSoloDontFollow,Chrono,41,FALSE,FALSE,C,20.apr.21
952,HaHa,8.47,Exscord,Rameses,16,FALSE,TRUE,,20.apr.21
953,DD,15.04,Exscord,Necro,81,FALSE,TRUE,,21.apr.21
954,CC,6.13,Stryker123,Necro,41,TRUE,TRUE,,21.apr.21
955,CC,5.45,Pentagonis,Necro,41,FALSE,TRUE,,21.apr.21
956,PPI,2.42,Smiley,Nexus,29,FALSE,TRUE,,21.apr.21
957,MM480,28.08,Amasterclasher,Jötunn,151,FALSE,TRUE,,22.apr.21
958,MMD,2.17,Harmony556,Necro,34,TRUE,TRUE,,22.apr.21
959,CCH,8.15,Tetar,Chrono,41,FALSE,FALSE,C,24.apr.21
960,CCH,14.42,Amasterclasher,Shade,41,FALSE,TRUE,,24.apr.21
961,RR,19.43,ImSoloDontFollow,Chrono,43,FALSE,FALSE,C,24.apr.21
962,CC,6.39,Bluemonkey14,Jötunn,41,FALSE,TRUE,,24.apr.21
963,PPI,2.16,Smiley,Mirage,29,FALSE,TRUE,,24.apr.21
964,CC,6.07,Stryker123,Necro,41,FALSE,TRUE,,24.apr.21
965,DD,11.14,ImSoloDontFollow,Rameses,81,TRUE,FALSE,,24.apr.21
966,CC,6.33,ElFeyer,Necro,41,TRUE,TRUE,,25.apr.21
967,VV,5.38,Harmony556,Necro,41,FALSE,TRUE,,25.apr.21
968,CC,5.58,Amasterclasher,Necro,41,FALSE,TRUE,,25.apr.21
969,MMD,1.47,Harmony556,Necro,34,FALSE,TRUE,,25.apr.21
970,PPI,2.22,Smiley,Euclid,29,FALSE,TRUE,,25.apr.21
971,GG,5.05,ImSoloDontFollow,Shade,41,FALSE,FALSE,,25.apr.21
972,CCH,7.57,exe,Chrono,41,FALSE,FALSE,C,25.apr.21
973,AA_old,14.00,PotatoNuke,Rameses,41,FALSE,TRUE,old 40,26.apr.21
974,AA_old,8.48,PotatoNuke,Shade,41,TRUE,TRUE,old 40,26.apr.21
975,CCH,10.11,Vikenti,Rameses,41,TRUE,TRUE,,26.apr.21
976,GG,5.30,Vikenti,Mirage,41,FALSE,TRUE,,26.apr.21
977,AA_old,21.27,Smiley,Shade,41,FALSE,TRUE,old 40,26.apr.21
978,PPI,2.26,Smiley,Rock,29,TRUE,TRUE,didnt use abilty,26.apr.21
979,PPI,2.22,Smiley,Aurora,29,FALSE,TRUE,Nerf,26.apr.21
980,PPI,2.17,Smiley,Rock,29,FALSE,TRUE,didnt use abilty,27.apr.21
981,CC,5.42,Jayyyyyyyyyyyyyy,Shade,41,FALSE,TRUE,,27.apr.21
982,CC,5.38,Stryker123,Shade,41,TRUE,TRUE,,27.apr.21
983,CC,5.57,piger,Cent,41,FALSE,TRUE,,27.apr.21
984,AA_old,7.52,PotatoNuke,Shade,41,FALSE,TRUE,old 40,01.mai.21
985,VVH,10.50,Strat,Shade,41,TRUE,TRUE,,01.mai.21
